"ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","TYPE_2","ENGTYPE_2","NL_NAME_2","VARNAME_2","Shape_Length","Shape_Area"
105,"IND","India","20","Madhya Pradesh","281","Rewa","District","District",NA,NA,5.40444582918449,0.563574951862384
105,"IND","India","20","Madhya Pradesh","282","Sagar","District","District",NA,"Saugor",8.34696918058289,0.908707694550683
105,"IND","India","20","Madhya Pradesh","283","Satna","District","District",NA,NA,7.5381129586885,0.668484820380421
105,"IND","India","20","Madhya Pradesh","284","Sehore","District","District",NA,NA,7.33319358208208,0.578033726138536
105,"IND","India","20","Madhya Pradesh","285","Seoni","District","District",NA,NA,6.20269058187767,0.767535549937764
105,"IND","India","20","Madhya Pradesh","286","Shahdol","District","District",NA,"Sahdol",7.11384307757217,0.735150135296859
105,"IND","India","20","Madhya Pradesh","287","Shajapur","District","District",NA,NA,6.40586281585072,0.556546377061747
105,"IND","India","20","Madhya Pradesh","288","Sheopur","District","District",NA,"Sheopur Kala",4.9274422028007,0.587059602716173
105,"IND","India","20","Madhya Pradesh","289","Shivpuri","District","District",NA,"Narwar",6.90432428334831,0.93872446448951
105,"IND","India","20","Madhya Pradesh","290","Sidhi","District","District",NA,NA,5.64105041036177,0.939180907902472
105,"IND","India","20","Madhya Pradesh","291","Tikamgarh","District","District",NA,NA,6.73133792944472,0.453042177359753
105,"IND","India","20","Madhya Pradesh","292","Ujjain","District","District",NA,NA,6.16563488507943,0.537011073538458
105,"IND","India","20","Madhya Pradesh","293","Umaria","District","District",NA,NA,3.96421711808203,0.329633467335944
105,"IND","India","20","Madhya Pradesh","294","Vidisha","District","District",NA,NA,5.5614653559312,0.647503585139952
105,"IND","India","20","Madhya Pradesh","295","West Nimar","District","District",NA,"Khargone;Khargaon",5.96669613809607,0.70313314713715
105,"IND","India","21","Maharashtra","296","Ahmednagar","District","District",NA,"Ahmadnagar",10.5519057847317,1.38595727131179
105,"IND","India","21","Maharashtra","297","Akola","District","District",NA,NA,5.06887447618086,0.47822751132482
105,"IND","India","21","Maharashtra","298","Amravati","District","District",NA,"Amaravati, Amraoti, Amaraoti",8.12079856225798,1.05993798942655
105,"IND","India","21","Maharashtra","299","Aurangabad","District","District",NA,NA,6.77539676260121,0.871360002624011
105,"IND","India","21","Maharashtra","300","Bhandara","District","District",NA,NA,5.97867334461916,0.408768803128628
105,"IND","India","21","Maharashtra","301","Bid","District","District",NA,"Bir|Beed|Bhir|Bidh",7.75963172743001,0.978864288896159
105,"IND","India","21","Maharashtra","302","Buldana","District","District",NA,NA,6.13763182262404,0.831675806119161
105,"IND","India","21","Maharashtra","303","Chandrapur","District","District",NA,"Chanda",5.97274293591857,0.976878259862104
105,"IND","India","21","Maharashtra","304","Dhule","District","District",NA,"Dhulia, West Khandesh",5.43866542238737,0.623029717782607
105,"IND","India","21","Maharashtra","305","Garhchiroli","District","District",NA,NA,8.32388014470465,1.24661423398361
105,"IND","India","21","Maharashtra","306","Gondiya","District","District",NA,NA,4.4702534510107,0.403127966557793
105,"IND","India","21","Maharashtra","307","Greater Bombay","District","District",NA,NA,2.76374821765683,0.0751168331626021
